Zip,Address,List Price,List  Date,Approx Living Area,Approx Total SqFt,Cond,Beds Total,Baths Full,Baths Half,DOM,Close Price,Close Date,SP$/SQFT,Car Storage,Stories,Construction Materials,Foundation,Fencing,Pool Type
70119,3011 Bell  St ,"$685,500",04/28/2023,"1,817","2,083",EXCE,4,3,0,48,"$683,000",08/01/2023,$375.89,None,1,Wood Siding,Raised,,None
70115,900 Aline  St ,"$1,095,000",05/31/2023,"2,900","3,390",NEW,4,3,1,72,"$1,060,000",09/11/2023,$365.52,"One, Driveway Only",2,Hardy Plank,Raised,,None
70118,236 Audubon  Blvd ,"$1,595,000",12/05/2022,"4,205","4,205",EXCE,4,3,1,151,"$1,395,000",06/05/2023,$331.75,"Three or More, Garage, Off Street Parking",3,Stucco,Raised,,Inground
70119,3219 St. Philip  St ,"$625,000",02/01/2023,"1,645","1,900",EXCE,3,2,0,11,"$615,000",03/17/2023,$373.86,None,2,Hardy Plank,Raised,,None
70118,1300 Henry Clay  Ave ,"$1,899,999",04/19/2022,"5,000","5,662",VRGD,5,4,1,244,"$1,700,000",01/27/2023,$340.00,Three or More,3,"Hardy Plank, Siding",Raised,,None
70115,3809 Annunciation  St ,"$749,000",06/13/2023,"1,971","1,971",EXCE,3,2,0,30,"$715,000",09/01/2023,$362.76,None,1,Wood Siding,Raised,Wood,"Heated, Inground"
70118,323 Broadway  St ,"$1,599,000",06/22/2022,"4,206","4,990",EXCE,5,4,1,127,"$1,485,000",12/20/2022,$353.07,Three or More,3,"Hardy Plank, Wood Siding",Raised,,None
70118,6119 Annunciation  St ,"$1,065,000",03/14/2023,"2,799","3,268",EXCE,3,3,1,1,"$1,070,000",04/26/2023,$382.28,"Driveway Only, Off Street Parking",2,"Hardy Plank, Stucco",Raised,,None
70115,1303 Arabella  St ,"$995,000",01/23/2023,"2,607","2,607",EXCE,3,3,0,35,"$927,500",05/01/2023,$355.77,"Two, Off Street Parking",2,Wood Siding,Raised,,None
70115,3201 St Thomas  St ,"$440,000",05/15/2023,"1,150","1,270",VRGD,2,2,0,2,"$470,000",06/16/2023,$408.70,Driveway Only,1,"Frame, Wood Siding","Raised, Slab",,None
70118,7509 St Charles  Ave ,"$1,260,000",02/27/2023,"3,287","5,855",EXCE,4,2,1,10,"$1,240,000",05/12/2023,$377.24,"Three or More, Off Street Parking",3,"Brick, Stucco, Wood Siding",Raised,,None
70115,4121 Laurel  St ,"$539,000",07/14/2023,"1,405","1,624",EXCE,3,2,0,15,"$520,000",09/05/2023,$370.11,None,1,"Frame, Wood Siding",Raised,,None
70118,8124 Burthe  St ,"$679,000",10/06/2022,"1,769","1,967",EXCE,3,2,0,129,"$679,000",03/29/2023,$383.83,Off Street Parking,2,Reclaimed Materials,Raised,,None
70115,3243 Chestnut  St ,"$900,000",03/24/2023,"2,344","2,945",EXCE,3,3,0,1,"$885,000",05/12/2023,$377.56,"Carport, Off Street Parking",1,Wood Siding,Raised,,None
70115,2114 Jena  St ,"$775,000",04/17/2023,"2,016","2,595",EXCE,3,3,1,54,"$758,000",07/24/2023,$375.99,"Garage, Off Street Parking",2,"Frame, Wood Siding",Raised,,None
70115,726 Jefferson  Ave ,"$1,090,000",08/18/2023,"2,833","3,100",EXCE,3,2,1,2,"$1,090,000",09/22/2023,$384.75,"Two, Driveway Only, Off Street Parking",2,Hardy Plank,Raised,Wood,None
70115,5611 Annunciation  St ,"$1,180,000",11/22/2022,"3,064","3,330",EXCE,4,3,0,124,"$1,132,000",04/28/2023,$369.45,"Two, Off Street Parking",2,Hardy Plank,Raised,,None
70115,2833 Chestnut  St ,"$1,950,000",03/10/2023,"5,046","5,384",VRGD,6,8,1,66,"$1,669,686",07/31/2023,$330.89,"Two, Driveway Only",3,Wood Siding,Raised,,Inground
70115,5017 Lasalle  St ,"$495,000",02/24/2023,"1,280","1,430",EXCE,2,2,0,3,"$487,500",03/28/2023,$380.86,Off Street Parking,1,Wood Siding,Raised,,None
70115,529 Napoleon  Ave ,"$465,000",05/31/2023,"1,200","1,200",EXCE,2,2,0,36,"$460,000",08/04/2023,$383.33,None,1,Siding,Raised,,None
70115,3951 Laurel  St ,"$840,000",11/09/2022,"2,167","2,455",EXCE,3,2,1,37,"$820,000",01/31/2023,$378.40,None,2,"Hardy Plank, Wood Siding",Raised,,None
70115,4938 Annunciation  St ,"$899,000",02/26/2023,"2,310","2,400",EXCE,3,2,1,111,"$825,000",06/30/2023,$357.14,"Two, Driveway Only, Off Street Parking",2,Hardy Plank,"Raised, Slab",,None
70115,5524 Annunciation  St ,"$450,000",08/04/2023,"1,156","1,421",EXCE,3,1,0,4,"$440,000",10/02/2023,$380.62,"One, Driveway Only",1,"Hardy Plank, Wood Siding",Raised,Wood,None
70115,1311 Pleasant  St ,"$725,000",03/16/2023,"1,862","1,954",AVG,2,1,0,11,"$645,000",04/24/2023,$346.40,None,1,Wood Siding,Raised,,None
70115,3500 Laurel  St ,"$749,000",08/20/2022,"1,923","2,523",EXCE,3,2,1,18,"$749,000",10/06/2022,$389.50,Garage,1,"Hardy Plank, Wood Siding",Raised,,
70115,1507 Harmony  St ,"$1,250,000",09/01/2022,"3,202","3,432",EXCE,4,3,1,18,"$1,150,000",11/16/2022,$359.15,"Three or More, Driveway Only, Off Street Parking",2,Stucco,Raised,,None
70118,165 Broadway  St ,"$645,000",12/05/2022,"1,650","2,058",EXCE,3,2,0,24,"$599,000",02/01/2023,$363.03,"Two, Driveway Only, Off Street Parking",1,"Vinyl Siding, Wood Siding",Raised,,None
70119,3311 St Ann  St ,"$649,000",10/07/2022,"1,660","1,853",EXCE,3,2,1,7,"$634,000",11/18/2022,$381.93,"Two, Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70119,1850 Moss  St ,"$425,000",12/27/2022,"1,086","1,126",EXCE,2,1,0,4,"$442,000",01/18/2023,$407.00,"Carport, Detached, Garage",1,Wood Siding,Raised,,None
70115,3612 Camp  St ,"$1,086,000",05/01/2023,"2,772","3,356",EXCE,4,4,0,15,"$1,025,000",06/26/2023,$369.77,"Two, Covered",2,Wood Siding,Raised,,
70118,6118 Laurel  St ,"$660,000",12/02/2022,"1,679","2,391",FAIR,3,2,0,107,"$600,000",05/04/2023,$357.36,None,1,Wood Siding,Raised,,None
70118,199 Audubon  Blvd ,"$1,995,000",09/06/2022,"5,075","5,284",EXCE,4,3,1,14,"$1,900,000",12/05/2022,$374.38,"Three or More, Driveway Only",2.5,Stucco,Raised,,"Heated, Salt Water"
70118,1122 Burdette  St ,"$420,000",08/30/2022,"1,066","1,180",EXCE,2,1,1,151,"$420,000",02/24/2023,$394.00,"Two, Driveway Only",1,"Frame, Stucco",Raised,,None
70118,315 Webster  St ,"$1,625,000",02/27/2021,"4,117","4,454",NEW,4,3,1,21,"$1,580,100",01/31/2023,$383.80,"Two, Driveway Only, Off Street Parking",2,Hardy Plank,Raised,,None
70119,4706 Palmyra  St ,"$385,000",03/08/2023,975,"1,092",EXCE,2,2,0,18,"$379,000",05/02/2023,$388.72,"Two, Off Street Parking",1,Hardboard Siding,Raised,,
70119,2930 Maurepas  St ,"$460,000",10/24/2022,"1,164","1,413",EXCE,2,1,0,28,"$457,900",12/28/2022,$393.38,None,1,Wood Siding,Raised,,
70115,4920 Camp  St ,"$949,000",02/06/2023,"2,400","2,400",EXCE,3,2,1,7,"$905,000",03/31/2023,$377.08,Driveway Only,2,Frame,Raised,,None
70115,1510 Arabella  St ,"$1,175,000",06/19/2023,"2,970","3,955",EXCE,4,3,2,2,"$1,210,000",07/21/2023,$407.41,"Three or More, Garage, Off Street Parking",2,Wood Siding,Raised,"Brick, Wood, Wrought Iron",None
70115,5213 Tchoupitoulas  St ,"$415,000",03/31/2023,"1,047","1,047",EXCE,2,2,0,53,"$380,000",06/13/2023,$362.94,None,1,Other,Raised,,None
70118,6123 Laurel  St ,"$380,000",07/31/2023,955,"1,294",AVG,2,1,0,22,"$360,000",09/06/2023,$376.96,"One, Driveway Only",1,Wood Siding,Raised,"Chain Link, Wood",None
70115,5503 Hurst  St ,"$1,845,000",05/15/2023,"4,606","5,144",EXCE,6,5,1,91,"$1,795,000",09/22/2023,$389.71,None,3,Stucco,Raised,,None
70115,718 Jena  St ,"$899,000",07/14/2023,"2,244","2,565",EXCE,3,2,1,12,"$865,000",09/14/2023,$385.47,One,2,"Hardboard Siding, Wood Siding",Raised,Wood,None
70115,722 Constantinople  St ,"$475,000",07/25/2023,"1,185","1,355",VRGD,1,2,0,1,"$485,000",08/02/2023,$409.28,"One, Driveway Only",1,"Hardboard Siding, Wood Siding",Raised,"Wood, Wrought Iron",None
70115,2107 Milan  St ,"$1,295,000",11/03/2022,"3,227","4,166",EXCE,4,3,1,7,"$1,295,000",01/19/2023,$401.30,"Two, Driveway Only, Off Street Parking",2,"Frame, Wood Siding",Raised,,None
70118,6013 Tchoupitoulas  St ,"$875,000",10/31/2022,"2,178","2,788",EXCE,4,2,1,15,"$875,000",01/25/2023,$401.74,"Three or More, Carport, Driveway Only",1,Wood Siding,Raised,,
70118,7812 Pearl  St ,"$425,000",05/18/2023,"1,057","1,093",VRGD,2,1,0,12,"$425,000",06/30/2023,$402.08,"Driveway Only, Off Street Parking",1,Vinyl Siding,Raised,,None
70118,7318 Pitt  St ,"$460,000",09/20/2022,"1,142","1,200",EXCE,3,2,0,7,"$440,000",10/31/2022,$385.29,Two,1,"Frame, Siding, Wood Siding",Raised,,None
70115,1650 Robert  St ,"$1,475,000",05/30/2023,"3,661","4,622",VRGD,4,3,1,0,"$1,475,000",07/25/2023,$402.90,"Three or More, Detached",3,Wood Siding,Raised,,
70115,3819 Camp  St ,"$1,595,000",06/02/2023,"3,951","4,632",EXCE,5,4,1,17,"$1,550,000",08/01/2023,$392.31,"Garage, Off Street Parking",2,Hardy Plank,Slab,Wood,None
70115,926 Valence  St ,"$625,000",12/15/2022,"1,548","1,668",EXCE,2,2,0,2,"$635,000",02/24/2023,$410.21,"One, Driveway Only",2,"Frame, Other",Raised,,None
70115,1023 Cadiz  St ,"$915,000",03/21/2023,"2,256","2,983",VRGD,5,3,0,44,"$890,000",07/10/2023,$394.50,"Three or More, Covered",2,"Concrete, Siding, Stucco",Raised,,None
70115,1006 Milan  St ,"$1,225,000",04/10/2023,"3,020","3,400",EXCE,4,3,1,4,"$1,200,000",06/28/2023,$397.35,Driveway Only,2,Hardboard Siding,Raised,,None
70115,3529 Laurel  St ,"$1,200,000",09/15/2022,"2,950","3,195",NEW,4,3,1,0,"$1,200,000",10/06/2022,$406.78,"One, Driveway Only",2,Hardy Plank,Raised,,None
